"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae",2.75114,3.50158,3.23469,3.64227,1.39026,0.6054,4.73773,0.89026,1.54694,0.78345,0.21122,0.3834,0.48324,0.23253,0.39179,0.47542,0.89437,0.78903,0.77685,1.10296,1.12932,0.85376,0.79447,2.62236,1.06846,1.52282,1.43683,0.92842,0.60388,1.58638,1.4083,0,2.07322,1.89697,0.06585,0.24133,0.91088,0.81417,1.29864,1.04914,1.1988,0.34864,2.19731,3.11341,3.0889,5.29868,2.44991,1.84196,3.70356,0.28406,0,0.28664,0.4481,0.26111,0.18836,0.79307,0.28141,0.0282,0.91565,0.51783,0.22457,0.92661,0.56707,0.28457,0.55446,0.40449,0.42308,0.9427,0.96805,1.63852,0.35035,0.96277,0.91848,0.86004,1.91562,2.25295,1.94203,1.18548,1.21927,1.391,0.8966,1.15294,1.20412,1.24943,1.6149,2.35068,2.18415,1.93643,3.0505,1.84502,0.35068,0.54519,0.41504,0.84533,0.44418,0.95196,0.88813,1.36882,2.99999,0.43711,0.45862,0.84581,0.28142,0.1715,0.15919,0.35612,0.95631,0.85975,1.41605,0.9735,0.58971,13.24375,4.70112,7.23185,2.86096,2.1084,1.35363,2.36706,1.23497,1.95969,6.28797,3.90665,2.15889,0.39694,0.51789,1.56937,3.04121,1.39935,1.43618,1.10473,0.86377,0.60316,0.89907,0.73808,0.77941,0.97202,0.63354,0.30483,2.30071,0.5933,0.75435,0.31455,0.58201,0.42059,0.10965,4.56536,4.05754,2.21848,3.10887,2.05133,2.38435,4.5695,1.99248,2.0931,0.9875,1.26144,1.15609,0.47388,4.81964,2.04551,1.68566,1.61635,0.74426,0.47148,0.44107,0.26388,0.58616,0.56291,0.29749,0.52309,1.07438,2.10088,9.97146,10.50971,5.75437,4.78307,0.46618,0.63893,0.7353,0.63723,1.42133,0.47998,0.60436,0.64392,0.86695,0.96655,1.10915,0.80766,0.62948,1.77696,4.42759,4.06492,3.43494,6.12848,3.51583,3.85405,10.36996,5.06182,4.59598,1.3261,1.2899,0.31862,0.20308,0.26228,0.39742,0.34878,0.90614,0.5324,0.86159,0.15042,0.21962,0.10213,0.22715,0.13428,2.08931,3.23165,3.24487,2.21598,0.36602,0.52062,0.42665,0.30594,0.28718,0.45184,0.7099
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified",0,0,0,0,0,0,0.02315,0,0,0,0,0.44003,0.25224,0.24376,0.16544,0.19523,0.29946,0.00431,0.00643,0.00759,0.00928,0.00671,0.14905,0,0.02327,0.01549,0.02038,0.00396,0.12409,0.05146,0.444,0,0.34999,0.26083,0,0,0.56001,0.35123,0.36166,0.42796,0.20158,0,0,0,0,0,0,0,0.02803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47406,0.26087,0.06791,0.02586,0.02921,0.00519,0.00307,0.00159,0.01226,0.12223,0.06295,0.04176,0.21569,1.00634,0.80681,0.2741,0.54558,0.1642,1.06043,0.01694,0.02168,0,0.01215,0.0365,0.25744,0.11652,0.06837,0.07116,0.07823,0.06514,0.0424,0.06089,0.02543,0.08173,0.07799,0.14511,0.40449,0.16123,0.01368,0.33637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33421,1.09826,0.44077,0.05248,0.15436,0.72057,0.06626,0,0,0,0,0,0,0,0.06423,0.03467,0.03991,0.12226,0.22949,0.02849,0.03004,0.01859,0.01366,0,0.00249,0.11943,0.14165,0.0561,0.61705,1.08058,0.03586,0.01592,0.00072,0.02057,0.00982,0.08132,0.02228,0.01916,0.02166,0.01436,0.03761,0.00586,0,0,0,0,0,0,0,0.93802,0.67463,0.46868,0.1712,0.3755,0.33977,0.14136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06867,0.23248,0,0,0.10487,0.16161,0.20128,0.11094,0.07551,0.02402,0.0842,0.16851,0,0,0,0,0,0.12763,0.13453,0.10154,0.34496,0.25833,0.10074
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae",0,0,0,0,0,0,0,0,0,0,0,0.65976,0.77482,0.95874,1.11626,0.60201,0.01298,0,0,0,0,0,0,0.5892,0.12751,0.24943,0.25419,0.0198,0.19923,0.28336,0.13752,0,0.00399,0.03191,0,0,0.01887,0.02671,0.00853,0.03916,0.05596,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02679,0,0.00015,0.04591,0.00088,0.93313,1.02185,1.12914,0,1.01374,1.12667,0,0,0,0.89022,0,0,0,0,0,0.63792,0.57477,0.46325,0.59392,0.62519,0.47875,0.80731,0.88926,0.006,0.00841,0.01188,0.00796,0.01161,0.01046,0.49331,0.46546,0.53158,0.53779,0.48327,0,0,0,0,0.29314,0.37431,1.35334,1.41982,1.67713,1.70537,2.01294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12827,0,0,0,0,0,0,0,0.95862,0.41299,0.47863,0.53111,1.99903,1.25608,1.24119,1.05999,2.44835,1.02184,1.5926,0,0,0,0,0,0,0,0,0,0,0,0,3.36248,2.83882,3.05064,3.77781,1.75133,2.49995,4.13572,0,0,0,0,0,0.20757,0.3069,0.39189,0.40981,0.46483,0.70717,0.51631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47374,1.12666,0.80577,0.87786,0.03388,0,0,0,0,0,0.56004,0.44192,0.69672,0.41895,0.31906,0.39473
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54431,0.15602,0.00775,0,0.01327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadales_unclassified",0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10154,0.03656,0.01062,0.00302,0.00669,0.0208,0.02683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34104,0,0,0.03484,0.00352,0.01753,0,0,0,0.00343,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731,0.00299,0,0,0.00263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08481,0.04005,0.13539,0.44732,0.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614,0.00125,0.00588,0.00893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae",0.73319,0.83023,1.87924,0.8096,0.41207,0.5037,0.73667,1.45309,0.67131,0.22475,0.83961,0.0126,0,0,0.00569,0.00299,0.00054,1.15474,1.05908,1.251,0.78964,0.72385,0.72667,0.02433,1.25585,1.00718,0.90071,2.54251,1.29548,0.02185,0.04709,0,0.38465,0.13179,5.4402,7.34006,0,0,0.00451,0,0.00303,9.8675,4.11064,1.95273,4.06104,2.59295,8.07971,2.66441,1.72538,3.89529,0.47586,5.62045,7.38047,6.8372,8.49998,0.82697,2.98548,0.0601,6.71955,0.41434,4.33126,0,0,0,0.34454,0,0.00343,2.17419,1.821,2.10856,0,7.43005,7.33298,8.71925,7.04162,6.48684,0.08404,0,0.00578,0.01523,0.00668,0.02003,0,0,0.67625,0.66041,0.46241,0.41583,0.62308,0.74932,0.08643,0.04017,0.0287,0.03935,0.02255,1.84605,1.94121,1.5848,2.20585,3.19019,1.88579,0.53514,0.07633,0.25225,0.03198,0.01731,2.02226,2.00491,3.66646,0.87899,2.94082,0.00577,3.12303,1.88728,2.28693,0.5834,3.08808,3.7333,4.47773,0.22481,0.10745,0.03604,0,0.00767,0.00036,3.26949,1.26634,1.81151,1.57601,1.72782,1.31968,2.47408,2.86409,2.4106,5.60317,1.77163,1.53083,0.66268,2.82293,1.66279,0.70293,0.04319,0.02091,0.10968,0.38805,0.61617,0.33437,0.08431,0.09086,1.28082,1.42048,0.92346,0.0077,0.0028,0.02488,0.12122,0,0,0.00589,0.86044,3.40113,2.02958,2.82707,8.69623,0.38212,0.21428,0.01872,0.01553,0.00633,0.04717,0.05877,10.04542,3.17173,4.3951,3.87107,5.73518,0,0,0,0,0,0,0,2.5097,2.24252,2.56044,2.60385,3.03692,1.71275,0.68361,1.38162,0.73255,0.89653,3.28416,1.33132,0.41621,0.60859,1.84358,2.74259,3.76311,2.67662,4.37833,1.13888,0.59409,0.87616,2.16937,0.81887,0.98532,0.90216,0.0216,0.03752,0.05617,0.00249,0.04904,1.54167,1.40732,1.2581,0.47303,1.50126,0.00136,0,0,0.00194,0.0104,0.05499
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae",0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0.00277,0.0146,0,0.5297,0,0.90608,0.54298,0,0.01541,0,0,0.03992,0,0,0.00518,0,0,0,0,0,0,0,0,0,0,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01836,0,0,0,0.00102,0.00678,0.02643,0,0.04181,0.09726,0,0,0,0,0,0,0.00546,0,0,0.00311,0,0,0.0057,0.00078,0,0,0.0178,0.00025,0.592,0.01355,0.01758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561,0.00132,0,0,0,0,0.80024,0,0.00817,0,0.01777,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0.00392,0,0,0,0,0,0,0.14976,0,0,0,0,0,0,0,0.01009,0,0.00578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0.03518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.00037,0,0,0.01982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03815,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223,0,0,0,0,0.00338,0.0069,0.06407,0,0,0,0,0,0,0.21034,0.02667,0,0.00034,0.00679,0.00502,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0.00663,0,0,0,0,0,0.06889,0.00852,0.01011,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01198,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0,0,0.00827,0,0,0,0,0,0,0,0.18253,0.46669,0.10706,0.16964,0.09452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified|f__Lentisphaeria_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521,0,0,0.00576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548,0.01178,0.01209,0.01517,0,0,0,0.01026,0.01789,0.0213,0.00316,0.00635,0.05867,0.1743,0.02167,0,0.02541,0.06115,0,0,0,0,0,0,0.1239,0.40849,0.13724,0.14555,0.09789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03084,0.03762,0.03181,0.10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03277,0.08959,0.10945,0.10822,0.07584,0.01158,0.00426,0.0193,0.00478,0.01212,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04362,0.02991,0.0201,0.02353,0.01556,0.0052
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.11703,0,0.12854,0.16852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0.04672,0.00256,0,0,0,0,0,0,0,0,0,0.0161,0.06113,0.01718,0.0108,0.01526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942,0,0.01219,0.00855,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55341,0.17725,0.00906,0.87,0.78995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44905,2.9869,1.85221,0.41726,0.01862,7.72719,0.21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91023,0.09132,0.13405,0.27436,0.12079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01925,0.02071,0.36676,0.96423,2.43905,0.03337,0,0,0.85197,0.66454,0.83033,0.61123,0.02768,2.58172,0.39563,0.13047,0.01121,0.40922,0.6651,0,0,0,0,0,0,0,0,0,0,0,2.49178,1.20808,0.12615,0,0.88047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96934,0.2451,0.03775,0.1343,0,0,0,0,0,0,0,1.52096,0.95247,0.61399,0.12885,0.0913,5.69719,1.23322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23146,0.40467,0.0943,0.14989,0.22656,0.12254,0.00748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14442,0.73748,0.225,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16242,0.15785,0.09253,0.20592,0.08119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14045,0.05585,0.09576,0.07921,0.0494,0.08349,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05547,0.20745,0.49495,0.06735,0.12877,0.0903,0.17308,0.36279,0.07636,0.22738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02434,0.04064,0.04126,0.01302,0.12281,0.05196,0.06168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae",0.02107,0.01023,0.00927,0.01164,0.01995,0.01226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01535,0.05479,0.11311,0.01494,0.00946,0.01326,0.01216,0.01036,0,0.02821,0.00451,0,0,0,0,0,0,0.01227,0.02661,0.00764,0.01868,0.00883,0.0024,0.00735,0.00384,0.00094,0.00759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0.04455,0.02881,0.02853,0.04267,0.03512,0.03937,0.02878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
