"","GO-Pt1-Baseline","GO-Pt1-C1D1","GO-Pt1-C1D3","GO-Pt1-C1D7","GO-Pt1-C2D1","GO-Pt1-C3D1","GO-Pt1-Final","GO-Pt11-Baseline","GO-Pt11-C1D3","GO-Pt11-C1D7","GO-Pt11-C2D1","GO-Pt12-Baseline","GO-Pt12-C1D1","GO-Pt12-C1D3","GO-Pt12-C1D7","GO-Pt12-C2D1","GO-Pt12-C3D1","GO-Pt13-Baseline","GO-Pt13-C1D1","GO-Pt13-C1D3","GO-Pt13-C1D7","GO-Pt13-C2D1","GO-Pt13-C3D1","GO-Pt14-Baseline","GO-Pt14-C1D1","GO-Pt14-C1D3","GO-Pt14-C2D1","GO-Pt14-C3D1","GO-Pt14-Final","GO-Pt15-Baseline","GO-Pt15-C1D1","GO-Pt15-C1D3","GO-Pt15-C1D7","GO-Pt15-C2D1","GO-Pt17-Baseline","GO-Pt17-C1D1","GO-Pt17-C1D7","GO-Pt17-C2D1","GO-Pt17-C3D1","GO-Pt17-Final","GO-Pt18-Baseline","GO-Pt18-C1D1","GO-Pt18-C1D3","GO-Pt18-C1D7","GO-Pt18-C2D1","GO-Pt18-C3D1","GO-Pt19-Baseline","GO-Pt19-C1D3","GO-Pt19-C1D7","GO-Pt19-C2D1","GO-Pt19-C3D1","GO-Pt2-Baseline","GO-Pt2-C1D1","GO-Pt2-C1D3","GO-Pt2-C1D7","GO-Pt2-C2D1","GO-Pt2-C3D1","GO-Pt20-Baseline","GO-Pt20-C1D1","GO-Pt20-C1D3","GO-Pt20-C1D7","GO-Pt20-C2D1","GO-Pt20-C3D1","GO-Pt21-Baseline","GO-Pt21-C1D1","GO-Pt21-C1D3","GO-Pt21-C1D7","GO-Pt22-Baseline","GO-Pt22-C1D1","GO-Pt22-C1D3","GO-Pt22-C1D7","GO-Pt22-C2D1","GO-Pt23-Baseline","GO-Pt23-C1D1","GO-Pt23-C1D3","GO-Pt23-C1D7","GO-Pt23-C2D1","GO-Pt23-C3D1","GO-Pt24-Baseline","GO-Pt24-C1D1","GO-Pt25-Baseline","GO-Pt25-C1D1","GO-Pt25-C1D3","GO-Pt25-C2D1","GO-Pt25-C3D1","GO-Pt25-Final","GO-Pt29-Baseline","GO-Pt29-C1D1","GO-Pt29-C1D3","GO-Pt29-C2D1","GO-Pt29-C3D1","GO-Pt30-Baseline","GO-Pt30-C1D1","GO-Pt30-C1D3","GO-Pt30-C3D1","GO-Pt31-Baseline","GO-Pt31-C1D1","GO-Pt31-C1D3","GO-Pt31-C1D7","GO-Pt31-C2D1","GO-Pt31-C3D1","GO-Pt31-Final","GO-Pt32-Baseline","GO-Pt32-C1D1","GO-Pt32-C1D3","GO-Pt32-C1D7","GO-Pt32-C2D1","GO-Pt33-Baseline","GO-Pt33-C1D1","GO-Pt33-C1D3","GO-Pt33-C1D7","GO-Pt33-C2D1","GO-Pt33-Final","GO-Pt34-Baseline","GO-Pt34-C1D1","GO-Pt34-C1D3","GO-Pt35-Baseline","GO-Pt35-C1D1","GO-Pt35-C1D3","GO-Pt35-C1D7","GO-Pt35-C2D1","GO-Pt35-C3D1","GO-Pt35-Final","GO-Pt38-Baseline","GO-Pt38-C1D1","GO-Pt38-C1D3","GO-Pt38-C1D7","GO-Pt38-C2D1","GO-Pt38-C3D1","GO-Pt38-Final","GO-Pt39-Baseline","GO-Pt4-Baseline","GO-Pt4-C1D1","GO-Pt4-C1D3","GO-Pt4-C2D1","GO-Pt4-C3D1","GO-Pt40-Baseline","GO-Pt40-C1D3","GO-Pt40-C1D7","GO-Pt42-Baseline","GO-Pt42-C1D1","GO-Pt42-C1D3","GO-Pt42-C1D7","GO-Pt42-C2D1","GO-Pt42-C3D1","GO-Pt42-Final","GO-Pt43-Baseline","GO-Pt43-C1D1","GO-Pt43-C1D3","GO-Pt43-C1D7","GO-Pt43-C2D1","GO-Pt43-C3D1","GO-Pt43-Final","GO-Pt44-Baseline","GO-Pt44-C1D1","GO-Pt44-C1D3","GO-Pt44-C1D7","GO-Pt44-C2D1","GO-Pt45-Baseline","GO-Pt45-C1D1","GO-Pt45-C1D3","GO-Pt45-C1D7","GO-Pt45-C2D1","GO-Pt45-C3D1","GO-Pt45-Final","GO-Pt47-Baseline","GO-Pt47-C1D1","GO-Pt47-C1D3","GO-Pt47-C1D7","GO-Pt47-C2D1","GO-Pt50-Baseline","GO-Pt50-C1D1","GO-Pt50-C1D3","GO-Pt50-C1D7","GO-Pt50-C2D1","GO-Pt50-C3D1","GO-Pt50-Final","GO-Pt51-Baseline","GO-Pt51-C1D1","GO-Pt51-C1D3","GO-Pt51-C1D7","GO-Pt51-C2D1","GO-Pt51-C3D1","GO-Pt51-Final","GO-Pt52-Baseline","GO-Pt52-C1D1","GO-Pt52-C1D3","GO-Pt52-C1D7","GO-Pt52-C2D1","GO-Pt52-C3D1","GO-Pt52-Final","GO-Pt53-Baseline","GO-Pt53-C1D1","GO-Pt53-C1D3","GO-Pt53-C1D7","GO-Pt53-C2D1","GO-Pt54-Baseline","GO-Pt54-C1D1","GO-Pt54-C1D3","GO-Pt54-C1D7","GO-Pt54-C3D1","GO-Pt54-Final","GO-Pt6-C1D1","GO-Pt6-C1D3","GO-Pt6-C1D7","GO-Pt6-C2D1","GO-Pt6-C3D1","GO-Pt7-Baseline","GO-Pt7-C1D1","GO-Pt7-C1D3","GO-Pt7-C1D7","GO-Pt7-C2D1","GO-Pt9b-Baseline","GO-Pt9b-C1D1","GO-Pt9b-C1D3","GO-Pt9b-C2D1","GO-Pt9b-C3D1","GO-Pt9c-C1D3"
"d__Archaea;  p__Euryarchaeota;  c__Methanobacteria;  o__Methanobacteriales;  f__Methanobacteriaceae;  g__Methanobrevibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,1123,4043,767,499,1721,15,52,0,428,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,312,2392,132,736,864,381,164,53,61,139,129,61,365,0,0,0,0,0,15,561,907,522,282,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,21,1000,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,521,354,126,198,19,17,36,5,0,0,0,0,0,0,0,0,191,338,982,384,817,560,541,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,223,340,201,41,155
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__GCA-900066575",16,18,66,0,147,8,6,0,0,0,0,36,37,37,98,27,0,60,140,43,25,52,31,246,352,162,266,179,26,89,84,7,0,51,22,16,30,42,8,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,6,12,7,24,4,7,0,12,7,0,7,0,0,6,11,0,0,0,0,0,0,25,20,29,35,15,22,66,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,7,17,7,0,0,0,14,0,6,35,16,47,0,0,25,10,35,7,20,13,6,0,8,6,13,9,11,0,0,0,6,17,21,10,14,13,0,6,10,13,8,0,0,0,0,0,0,14,12,0,0,21,14,18,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,41,25,47,17,36,25,50,41,4,0,7,35,32,8,23,10
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__GCA-900066755",50,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,12,19,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Howardella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,28,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,30,17,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,11,26,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Hungatella",47,54,121,170,168,31,41,0,0,0,0,0,7,0,0,0,0,11,24,0,0,0,0,285,203,138,175,45,0,21,1035,676,258,499,0,0,0,0,0,0,265,404,458,141,127,303,52,66,65,64,18,0,0,0,0,22,14,0,192,29,29,32,16,0,0,0,0,80,123,43,7,109,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,33,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,163,128,387,27,0,0,0,343,321,86,218,100,183,155,13,51,28,14,30,0,19,0,32,157,58,29,35,0,107,13,0,0,0,0,0,0,0,56,10,25,25,0,14,0,169,24,41,0,22,0,0,0,0,0,0,0,0,102,274,102,124,0,0,0,5,0,0,0,15,19,8,0,0,13,0,2505,2265,2827,621,459,0,15,23,22,38,96,20,16,18,27,0,19,0,63,72,125,22,89,407,179,209,716,1328,0,0,9,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium",2453,1778,3781,2337,3894,571,594,81,116,0,65,1397,1003,1559,1662,1134,1573,722,1241,561,747,576,673,345,592,353,587,240,48,982,3842,1879,909,1287,295,100,601,234,88,53,4215,3966,4641,1206,5766,3465,883,2407,1697,1270,426,45,47,0,0,35,233,64,1635,383,350,608,501,658,444,422,6754,1580,1804,1394,1162,2546,253,194,85,400,418,558,135,460,0,23,25,58,11,0,27,19,146,26,128,201,286,340,93,64,52,95,110,130,30,629,31,35,180,135,81,6066,1685,3516,1006,1621,558,337,316,360,5540,4970,1857,2780,845,2767,2715,203,365,212,200,372,119,263,0,1095,2995,694,1032,478,50,75,5,378,245,451,358,934,752,775,1069,623,789,1518,360,2240,931,657,622,212,126,763,409,87,841,560,209,1732,1060,1072,1446,2796,1748,5592,17,125,103,21,295,170,140,41,58,30,0,18,105,62,3827,5546,4393,4490,3049,344,6463,445,949,571,1705,579,342,265,676,642,128,31,720,874,930,286,438,1167,895,554,9177,16330,24,103,131,48,51,116
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospira",18,0,1453,0,58,5,34,2100,2289,4951,1382,1605,751,468,863,716,40,778,948,249,596,195,212,118,1609,783,1407,853,348,913,0,0,0,132,175,114,623,592,169,6,762,96,355,31,414,176,893,943,512,1508,528,17,121,11,18,0,0,0,0,0,0,0,0,1751,1051,261,6411,0,0,0,0,0,356,49,114,264,393,262,0,0,57,151,55,73,302,132,487,181,13,378,138,33,26,59,330,490,486,223,51,393,59,262,0,0,0,0,0,0,0,0,0,8,117,0,0,0,201,184,53,239,273,1029,425,426,391,367,373,444,188,148,0,1100,0,0,0,0,226,448,173,0,0,0,0,0,0,260,241,416,1147,506,41,283,178,6,20,17,37,65,473,124,259,144,231,383,692,0,0,471,0,0,41,91,14,29,290,59,12,681,190,339,254,228,543,315,0,0,0,0,0,0,0,392,1567,1554,1613,71,601,205,79,32,119,117,0,0,0,0,0,0,0,0,0,0,109,270,116,98,691,522
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae",47,20,72,0,47,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,148,38,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_FCS020_group",0,0,0,0,0,0,0,427,517,278,530,50,66,55,80,52,22,294,477,133,191,246,95,9,6,5,0,8,0,18,12,0,0,24,99,167,99,122,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39,7,14,14,33,20,98,0,0,54,26,26,11,61,37,0,14,0,64,29,33,61,43,47,162,207,76,31,138,0,0,0,0,0,292,593,631,83,153,46,0,0,0,0,0,0,0,0,0,0,18,47,51,112,67,44,6,0,24,19,36,11,57,11,52,16,144,18,28,78,22,15,20,9,0,13,12,0,0,10,0,13,7,26,66,114,17,33,31,9,14,8,0,0,0,0,0,48,121,109,39,171,65,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,15,39,0,0,170,133,229,57,177,0,41,26,16,0,47,55,50,98,124,81
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_FE2018_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,90,0,87,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_ND3007_group",0,0,0,0,0,0,0,1450,2681,2459,2365,1037,922,816,1686,473,47,1567,3005,943,782,558,436,91,2154,1457,2829,1485,521,22,3,0,0,0,1297,659,2080,2604,282,0,172,62,177,65,194,70,127,159,278,329,19,68,285,12,11,0,0,0,0,0,0,0,0,555,282,1354,1376,0,0,0,0,0,672,144,149,557,487,629,6,198,43,109,148,138,197,139,0,0,0,0,124,361,421,272,565,80,84,710,565,506,242,323,118,534,347,219,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,214,159,169,199,214,106,0,1321,1098,451,234,843,418,3181,320,405,82,297,256,144,134,339,524,279,464,788,109,279,440,5,241,119,93,473,267,93,351,206,170,194,206,0,0,0,0,0,405,610,516,391,753,521,491,697,176,196,247,54,115,74,0,0,0,0,0,0,0,1846,1589,2574,1837,62,0,0,0,0,71,54,6160,2772,8306,723,2885,0,0,0,0,0,628,760,538,718,1613,1104
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4A136_group",13,0,169,181,117,0,0,50,130,15,75,1061,805,562,1221,790,452,2667,4613,1502,762,609,681,34,1805,598,387,45,55,237,0,0,0,0,820,370,400,1329,260,0,0,0,0,0,0,0,64,193,151,83,0,0,0,0,0,0,0,85,1217,139,111,86,447,0,0,0,0,787,511,26,0,14,15,0,0,18,190,105,13,179,155,418,163,286,90,310,325,49,19,171,456,159,62,0,66,42,67,178,429,248,133,1186,719,767,118,0,61,0,0,0,0,0,0,0,0,0,0,45,0,133,60,91,65,109,456,117,26,74,187,46,0,44,424,0,242,294,776,196,72,221,96,234,111,46,8,148,38,36,7,460,247,15,0,20,0,0,254,11,51,32,8,0,32,9,0,0,0,0,0,0,495,546,287,116,1179,667,192,86,21,0,0,0,22,0,0,0,0,0,0,0,0,652,402,351,1713,16,1927,237,15,0,60,40,110,43,31,144,283,0,0,0,0,0,627,570,349,542,412,541
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4B4_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,15,16,46,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-001",0,0,0,0,0,0,0,457,438,853,96,350,196,143,199,312,69,6,0,0,0,0,0,609,405,419,395,196,51,0,0,0,0,0,277,191,83,682,14,0,0,0,0,0,0,0,0,0,36,75,165,0,0,0,0,0,0,134,2820,280,572,177,1353,0,0,0,0,0,36,106,0,0,46,24,63,38,41,277,0,39,0,0,0,0,0,0,0,0,0,0,0,0,203,134,85,0,0,0,0,28,0,174,107,82,112,0,48,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,39,20,37,82,26,22,31,0,587,39,0,0,0,209,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,47,6,0,20,0,0,0,0,0,0,0,143,169,41,39,198,81,153,247,72,32,90,0,72,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,29,67,90,39,227,76,15,0,0,0,0,0,98,251,41,164,328,174
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-004",0,0,0,0,0,0,0,0,834,633,618,342,476,648,696,374,7,269,459,220,59,0,27,0,0,32,0,0,44,611,254,183,96,70,227,83,250,340,36,0,0,0,0,0,0,0,0,24,58,35,52,71,231,0,9,0,275,130,3112,1345,1148,714,907,0,0,0,0,45,7,94,210,0,322,92,20,203,183,76,6,105,0,33,45,0,0,44,141,17,50,0,22,102,183,54,108,79,124,189,175,137,49,144,59,137,268,741,187,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,71,156,110,127,420,91,0,0,483,168,91,77,364,51,0,7,74,77,129,69,118,21,90,28,41,152,109,11,74,54,0,20,0,0,125,10,13,36,22,12,47,65,0,0,0,0,0,78,94,58,82,169,181,50,0,0,0,0,0,0,0,25,0,40,0,25,0,0,1342,151,153,1351,0,287,205,0,145,106,0,126,71,403,83,233,0,0,0,0,0,62,111,67,38,122,111
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,442,149,187,153,105,6,0,0,11,36,0,13,0,0,0,0,58,16,72,61,0,0,0,0,0,0,0,0,0,0,0,0,0,43,63,0,0,0,54,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,17,12,0,29,40,42,0,15,17,35,14,33,10,26,0,0,0,0,0,0,13,0,0,17,27,33,40,12,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,34,19,9,27,150,13,12,14,67,5,23,0,23,0,5,41,25,67,45,20,46,43,0,16,15,15,85,20,0,11,0,0,18,0,0,0,0,0,0,23,35,15,6,66,25,27,52,22,30,16,0,29,0,0,0,0,0,0,0,0,4,5,0,16,0,93,36,18,68,20,6,48,52,101,53,62,0,0,0,0,0,19,42,0,0,0,13
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,17,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,16,44,16,25,0,0,0,0,9,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-010",0,0,0,0,0,0,0,0,0,0,0,65,112,118,172,92,0,0,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,85,69,88,105,0,0,0,0,0,0,0,0,12,0,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,0,13,27,0,10,8,3,0,7,0,0,0,0,356,0,6,0,0,6,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,86,26,34,30,61,0,24,0,0,0,0,0,0,0,0,4,0,0,8,15,8,22,31,41,94,101,0,0,0,0,0,10,0,0,0,11,15,9,0,11,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105,105,85,18,6,13,0,14,92,24,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lactonifactor",76,57,49,0,200,20,46,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,43,34,14,17,31,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,36,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,62,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,28,0,0,0,42,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,10,16,18,35,0,0,0,0,0,0,0,0,0,0,0,0,56,27,29,94,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Marvinbryantia",50,60,94,267,101,0,0,37,41,0,28,81,71,58,129,71,219,174,336,104,131,45,57,0,22,0,0,0,165,0,0,0,0,0,227,444,138,328,9,0,0,0,0,0,0,0,58,82,119,432,577,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,106,68,23,34,13,46,36,79,18,44,104,41,56,27,0,0,0,0,0,42,28,0,12,0,31,146,200,93,40,187,51,83,149,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,140,50,15,12,114,27,100,20,18,0,19,0,0,74,0,38,18,8,17,19,18,0,0,0,21,133,36,105,48,38,37,0,0,0,0,0,0,280,455,540,261,535,185,302,36,17,28,49,0,17,0,0,0,0,0,0,0,0,0,0,0,0,101,34,7,14,0,0,15,45,0,87,0,0,0,0,0,0,0,67,208,352,213,86,68
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Moryella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,37,0,0,0,0,0,0,0,19,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,34,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,14,18,13,10,0,12,21,0,23,10,0,15,0,9,0,0,7,24,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,24,12,0,0,0,0,0,0,0,0,0,0,0,0
